0	1.402	1.337	1.318	1.00000000	1.00000000	1.00000000
0	1.494	1.357	1.297	2.82842712	2.82842712	2.82842712
0	1.348	1.310	1.494	1.00000000	1.00000000	1.00000000
0	1.482	1.731	1.324	3.82842712	3.82842712	3.82842712
0	1.933	1.346	1.440	2.82842712	2.82842712	2.82842712
0	1.360	1.344	1.335	1.00000000	1.00000000	1.00000000
0	1.303	1.293	1.304	1.00000000	1.00000000	1.00000000
0	1.368	1.300	1.245	3.82842712	3.82842712	3.82842712
0	1.329	1.315	1.257	3.00000000	3.00000000	3.00000000
0	1.322	1.293	1.250	2.41421356	2.41421356	2.41421356
1	2.032	1.559	1.294	7.41421356	7.41421356	7.41421356
1	1.370	1.291	1.283	7.41421356	7.41421356	7.41421356
1	1.343	1.285	1.266	4.00000000	4.00000000	4.00000000
1	1.398	1.285	1.264	6.65685425	6.65685425	6.65685425
1	1.349	1.289	1.282	7.24264069	7.24264069	7.24264069
1	1.414	1.350	1.330	7.41421356	7.41421356	7.41421356
1	1.347	1.290	1.258	4.41421356	4.41421356	4.41421356
1	1.399	1.335	1.312	4.24264069	4.24264069	4.24264069
1	1.375	1.362	1.288	7.24264069	7.24264069	7.24264069
1	1.344	1.290	1.255	5.41421356	5.41421356	5.41421356
2	1.434	1.300	1.260	11.24264069	11.24264069	11.24264069
2	1.393	1.296	1.299	8.07106781	8.07106781	8.07106781
2	1.746	1.321	1.292	9.07106781	9.07106781	9.07106781
2	1.465	1.356	1.301	10.65685425	10.65685425	10.65685425
2	1.364	1.289	1.261	10.07106781	10.07106781	10.07106781
2	1.365	1.289	1.355	9.89949494	9.89949494	9.89949494
2	1.386	1.328	1.289	11.00000000	11.00000000	11.00000000
2	1.358	1.290	1.277	9.24264069	9.24264069	9.24264069
2	1.338	1.294	1.253	10.41421356	10.41421356	10.41421356
2	1.377	1.289	1.289	9.48528137	9.48528137	9.48528137
3	1.413	1.298	1.258	15.89949494	15.89949494	15.89949494
3	1.386	1.298	1.278	15.41421356	15.41421356	15.41421356
3	1.540	1.314	1.276	14.41421356	14.41421356	14.41421356
3	1.488	1.309	1.278	14.41421356	14.41421356	14.41421356
3	1.391	1.305	1.258	12.24264069	12.24264069	12.24264069
3	1.403	1.311	1.263	15.65685425	15.65685425	15.65685425
3	1.395	1.299	1.247	12.82842712	12.82842712	12.82842712
3	1.445	1.300	1.266	15.82842712	15.82842712	15.82842712
3	1.352	1.301	1.260	12.48528137	12.48528137	12.48528137
3	1.376	1.309	1.265	14.65685425	14.65685425	14.65685425
4	1.415	1.357	1.294	16.65685425	16.65685425	16.65685425
4	1.430	1.343	1.281	16.65685425	16.65685425	16.65685425
4	1.469	1.399	1.334	18.07106781	18.07106781	18.07106781
4	1.443	1.302	1.306	16.48528137	16.48528137	16.48528137
4	1.461	1.282	1.252	16.55634919	16.55634919	16.55634919
4	1.482	1.286	1.270	17.65685425	17.65685425	17.65685425
4	1.454	1.279	1.258	18.65685425	18.65685425	18.65685425
4	1.438	1.288	1.248	18.41421356	18.41421356	18.41421356
4	1.412	1.293	1.274	18.24264069	18.24264069	18.24264069
4	1.449	1.300	1.264	19.89949494	19.89949494	19.89949494
5	1.413	1.293	1.257	20.97056275	20.97056275	20.97056275
5	1.531	1.307	1.317	20.07106781	20.07106781	20.07106781
5	1.460	1.284	1.247	21.82842712	21.82842712	21.82842712
5	1.435	1.292	1.292	21.65685425	21.65685425	21.65685425
5	1.563	1.286	1.283	23.62741700	23.62741700	23.62741700
5	1.508	1.283	1.265	20.89949494	20.89949494	20.89949494
5	1.613	1.292	1.298	23.97056275	23.97056275	23.97056275
5	1.574	1.300	1.278	22.07106781	22.07106781	22.07106781
5	1.441	1.292	1.270	21.07106781	21.07106781	21.07106781
5	1.660	1.304	1.303	20.31370850	20.31370850	20.31370850
6	1.484	1.284	1.260	26.24264069	26.24264069	26.24264069
6	1.469	1.308	1.279	25.72792206	25.72792206	25.72792206
6	1.520	1.307	1.313	25.97056275	25.97056275	25.97056275
6	1.573	1.321	1.293	24.55634919	24.55634919	24.55634919
6	1.614	1.289	1.283	27.65685425	27.65685425	27.65685425
6	1.529	1.303	1.281	25.72792206	25.72792206	25.72792206
6	1.554	4.295	1.346	27.62741700	27.62741700	27.62741700
6	1.382	1.290	1.289	25.41421356	25.41421356	25.41421356
6	1.466	1.309	1.312	24.07106781	24.07106781	24.07106781
6	1.457	1.309	1.298	24.38477631	24.38477631	24.38477631
7	1.447	1.307	1.312	28.41421356	28.41421356	28.41421356
7	1.669	1.295	1.312	30.79898987	30.79898987	30.79898987
7	1.678	1.290	1.346	29.82842712	29.82842712	29.82842712
7	1.666	1.286	1.300	31.00000000	31.00000000	31.00000000
7	1.546	1.299	1.306	30.65685425	30.65685425	30.65685425
7	1.508	1.288	1.290	29.41421356	29.41421356	29.41421356
7	1.529	1.298	1.320	29.41421356	29.41421356	29.41421356
7	1.521	1.309	1.331	30.48528137	30.48528137	30.48528137
7	1.621	1.294	1.320	30.00000000	30.00000000	30.00000000
7	1.595	1.307	1.328	29.72792206	29.72792206	29.72792206
8	1.534	1.303	1.334	32.72792206	32.72792206	32.72792206
8	1.525	1.328	1.345	32.14213562	32.14213562	32.14213562
8	1.581	1.325	1.314	33.72792206	33.72792206	33.72792206
8	1.745	1.369	1.330	35.04163056	35.04163056	35.04163056
8	1.644	1.322	1.362	34.97056275	34.97056275	34.97056275
8	1.639	1.308	1.339	32.31370850	32.31370850	32.31370850
8	1.582	1.340	1.316	34.89949494	34.89949494	34.89949494
8	1.558	1.334	1.384	33.97056275	33.97056275	33.97056275
8	1.607	1.311	1.336	34.48528137	34.48528137	34.48528137
8	1.617	1.299	1.318	35.07106781	35.07106781	35.07106781
9	1.733	1.429	1.376	37.55634919	37.55634919	37.55634919
9	1.510	1.305	1.310	39.65685425	39.65685425	39.65685425
9	1.536	1.310	1.302	38.41421356	38.41421356	38.41421356
9	1.669	1.347	1.485	38.14213562	38.14213562	38.14213562
9	1.734	1.324	1.316	36.24264069	36.24264069	36.24264069
9	1.679	1.423	1.395	38.55634919	38.55634919	38.55634919
9	1.598	1.415	1.364	38.72792206	38.72792206	38.72792206
9	1.631	1.366	1.322	38.31370850	38.31370850	38.31370850
9	1.961	1.347	1.447	39.52691193	39.52691193	39.52691193
9	1.789	1.391	1.344	38.31370850	38.31370850	38.31370850
10	2.335	1.390	1.335	40.87005769	40.87005769	40.87005769
10	1.740	1.338	1.352	40.28427125	40.28427125	40.28427125
10	1.580	1.379	1.337	42.87005769	42.87005769	42.87005769
10	1.596	1.329	1.298	40.65685425	40.65685425	40.65685425
10	2.284	1.361	1.376	42.35533906	42.35533906	42.35533906
10	1.869	1.417	1.360	40.89949494	40.89949494	40.89949494
10	1.924	1.396	1.335	42.55634919	42.55634919	42.55634919
10	1.879	1.379	1.368	40.38477631	40.38477631	40.38477631
10	1.660	1.327	1.360	40.89949494	40.89949494	40.89949494
10	1.868	1.422	1.374	40.38477631	40.38477631	40.38477631
11	2.316	1.390	1.342	45.62741700	45.62741700	45.62741700
11	2.170	1.342	1.357	47.04163056	47.04163056	47.04163056
11	1.856	1.370	1.336	44.28427125	44.28427125	44.28427125
11	1.882	1.324	1.327	44.00000000	44.00000000	44.00000000
11	1.684	1.309	1.319	47.28427125	47.28427125	47.28427125
11	2.014	1.333	1.323	45.31370850	45.31370850	45.31370850
11	2.127	1.391	1.370	45.14213562	45.14213562	45.14213562
11	1.706	1.313	1.318	45.97056275	45.97056275	45.97056275
11	1.618	1.295	1.279	47.41421356	47.41421356	47.41421356
11	1.765	1.424	1.329	44.87005769	44.87005769	44.87005769
