0	0.877	0.523	1.170	3.41421356	3.41421356	3.41421356
0	0.938	0.752	0.547	3.82842712	3.82842712	3.82842712
0	0.537	0.499	0.587	2.82842712	2.82842712	2.82842712
0	0.547	0.501	0.565	2.41421356	2.41421356	2.41421356
0	0.549	0.488	0.530	1.41421356	1.41421356	1.41421356
0	0.536	0.492	0.511	2.82842712	2.82842712	2.82842712
0	0.515	0.474	0.529	2.00000000	2.00000000	2.00000000
0	0.511	0.511	0.512	2.41421356	2.41421356	2.41421356
0	0.517	0.491	0.612	2.41421356	2.41421356	2.41421356
0	0.522	0.506	0.555	2.41421356	2.41421356	2.41421356
1	0.884	0.753	0.476	4.41421356	4.41421356	4.41421356
1	0.547	0.533	0.812	6.65685425	6.65685425	6.65685425
1	0.508	0.482	0.554	4.24264069	4.24264069	4.24264069
1	0.518	0.473	0.480	5.00000000	5.00000000	5.00000000
1	0.550	0.465	0.505	7.82842712	7.82842712	7.82842712
1	0.503	0.485	0.609	5.41421356	5.41421356	5.41421356
1	0.576	0.483	0.497	7.24264069	7.24264069	7.24264069
1	0.500	0.449	0.453	4.24264069	4.24264069	4.24264069
1	0.483	0.491	0.472	4.41421356	4.41421356	4.41421356
1	0.527	0.481	0.516	6.00000000	6.00000000	6.00000000
2	0.648	0.463	0.465	11.82842712	11.82842712	11.82842712
2	0.527	0.460	0.475	8.65685425	8.65685425	8.65685425
2	0.597	0.493	0.515	10.07106781	10.07106781	10.07106781
2	0.649	0.484	0.562	9.41421356	9.41421356	9.41421356
2	0.651	0.487	0.482	9.89949494	9.89949494	9.89949494
2	0.870	0.482	0.744	10.00000000	10.00000000	10.00000000
2	0.489	0.457	0.457	9.00000000	9.00000000	9.00000000
2	0.504	0.456	0.464	9.48528137	9.48528137	9.48528137
2	0.525	0.462	0.486	11.24264069	11.24264069	11.24264069
2	0.571	0.465	0.477	11.48528137	11.48528137	11.48528137
3	0.554	0.467	0.474	13.31370850	13.31370850	13.31370850
3	0.614	0.471	0.467	13.41421356	13.41421356	13.41421356
3	0.715	0.479	0.501	15.82842712	15.82842712	15.82842712
3	0.500	0.456	0.453	13.00000000	13.00000000	13.00000000
3	0.533	0.463	0.453	12.65685425	12.65685425	12.65685425
3	0.584	0.483	0.501	15.31370850	15.31370850	15.31370850
3	0.545	0.465	0.480	13.24264069	13.24264069	13.24264069
3	0.462	0.461	0.468	12.07106781	12.07106781	12.07106781
3	0.621	0.462	0.463	14.72792206	14.72792206	14.72792206
3	0.625	0.472	0.474	15.07106781	15.07106781	15.07106781
4	0.546	0.479	0.494	16.07106781	16.07106781	16.07106781
4	0.616	0.512	0.520	16.82842712	16.82842712	16.82842712
4	0.763	0.487	0.752	17.65685425	17.65685425	17.65685425
4	0.869	0.777	0.490	16.82842712	16.82842712	16.82842712
4	0.768	0.470	0.515	17.14213562	17.14213562	17.14213562
4	0.803	0.459	0.533	18.41421356	18.41421356	18.41421356
4	0.693	0.462	0.486	16.41421356	16.41421356	16.41421356
4	0.853	0.468	0.531	19.55634919	19.55634919	19.55634919
4	0.637	0.482	0.547	19.24264069	19.24264069	19.24264069
4	0.836	0.493	0.530	17.89949494	17.89949494	17.89949494
5	0.702	0.497	0.503	23.55634919	23.55634919	23.55634919
5	0.688	0.489	0.530	20.07106781	20.07106781	20.07106781
5	0.873	0.478	0.502	21.00000000	21.00000000	21.00000000
5	0.725	0.495	0.496	20.07106781	20.07106781	20.07106781
5	0.671	0.487	0.487	23.07106781	23.07106781	23.07106781
5	0.585	0.484	0.492	22.65685425	22.65685425	22.65685425
