0	0.373	0.214	0.428	1.00000000	1.00000000	1.00000000
0	0.225	0.223	0.317	1.00000000	1.00000000	1.00000000
0	0.297	0.218	0.413	2.41421356	2.41421356	2.41421356
0	0.543	0.288	0.259	3.41421356	3.41421356	3.41421356
0	0.194	0.189	0.204	0.00000000	0.00000000	0.00000000
0	0.306	0.218	0.353	3.41421356	3.41421356	3.41421356
0	0.205	0.199	0.261	1.00000000	1.00000000	1.00000000
0	0.263	0.294	0.477	3.00000000	3.00000000	3.00000000
0	0.398	0.302	0.361	2.41421356	2.41421356	2.41421356
0	0.248	0.213	0.250	2.41421356	2.41421356	2.41421356
1	0.527	0.305	0.314	6.00000000	6.00000000	6.00000000
1	0.511	0.369	0.394	6.82842712	6.82842712	6.82842712
1	0.343	0.261	0.231	4.41421356	4.41421356	4.41421356
1	0.275	0.198	0.252	6.24264069	6.24264069	6.24264069
1	0.256	0.197	0.377	5.24264069	5.24264069	5.24264069
1	0.512	0.317	0.391	7.82842712	7.82842712	7.82842712
1	0.476	0.313	0.465	7.65685425	7.65685425	7.65685425
1	0.342	0.300	0.327	4.41421356	4.41421356	4.41421356
1	0.381	0.295	0.308	7.00000000	7.00000000	7.00000000
1	0.344	0.292	0.211	4.00000000	4.00000000	4.00000000
2	0.317	0.202	0.356	11.24264069	11.24264069	11.24264069
2	0.359	0.200	0.222	10.65685425	10.65685425	10.65685425
2	0.645	0.326	0.395	11.82842712	11.82842712	11.82842712
2	0.288	0.197	0.233	9.89949494	9.89949494	9.89949494
2	0.266	0.207	0.231	9.07106781	9.07106781	9.07106781
2	0.280	0.206	0.217	11.07106781	11.07106781	11.07106781
2	0.248	0.201	0.209	8.41421356	8.41421356	8.41421356
2	0.252	0.200	0.217	9.07106781	9.07106781	9.07106781
2	0.237	0.197	0.208	8.48528137	8.48528137	8.48528137
2	0.228	0.311	0.286	8.00000000	8.00000000	8.00000000
3	0.293	0.244	0.241	13.65685425	13.65685425	13.65685425
3	0.325	0.207	0.194	13.41421356	13.41421356	13.41421356
3	0.344	0.214	0.216	14.07106781	14.07106781	14.07106781
3	0.212	0.199	0.195	13.82842712	13.82842712	13.82842712
3	0.376	0.203	0.379	13.41421356	13.41421356	13.41421356
3	0.378	0.248	0.231	14.65685425	14.65685425	14.65685425
3	0.386	0.199	0.211	13.48528137	13.48528137	13.48528137
3	0.291	0.204	0.202	12.41421356	12.41421356	12.41421356
3	0.284	0.200	0.198	13.82842712	13.82842712	13.82842712
3	0.293	0.205	0.211	13.31370850	13.31370850	13.31370850
4	0.438	0.219	0.241	19.41421356	19.41421356	19.41421356
4	0.443	0.212	0.218	19.38477631	19.38477631	19.38477631
4	0.312	0.220	0.205	17.82842712	17.82842712	17.82842712
4	0.480	0.223	0.206	16.65685425	16.65685425	16.65685425
4	0.490	0.212	0.216	16.41421356	16.41421356	16.41421356
4	0.571	0.221	0.255	18.55634919	18.55634919	18.55634919
4	0.483	0.205	0.218	19.24264069	19.24264069	19.24264069
4	0.446	0.201	0.218	16.24264069	16.24264069	16.24264069
4	0.324	0.203	0.200	18.24264069	18.24264069	18.24264069
4	0.323	0.218	0.206	17.24264069	17.24264069	17.24264069
5	0.590	0.206	0.220	22.31370850	22.31370850	22.31370850
5	0.805	0.226	0.232	23.65685425	23.65685425	23.65685425
5	0.603	0.493	0.213	23.55634919	23.55634919	23.55634919
5	0.604	0.229	0.234	23.21320344	23.21320344	23.21320344
5	0.371	0.206	0.204	21.00000000	21.00000000	21.00000000
5	0.392	0.243	0.210	20.14213562	20.14213562	20.14213562
5	0.621	0.226	0.254	22.79898987	22.79898987	22.79898987
5	0.373	0.274	0.202	22.14213562	22.14213562	22.14213562
5	0.676	0.250	0.255	22.14213562	22.14213562	22.14213562
5	0.441	0.238	0.214	23.79898987	23.79898987	23.79898987
6	0.661	0.281	0.255	27.72792206	27.72792206	27.72792206
6	0.482	0.238	0.217	25.48528137	25.48528137	25.48528137
6	0.446	0.242	0.348	24.21320344	24.21320344	24.21320344
6	0.656	0.439	0.322	24.97056275	24.97056275	24.97056275
6	0.501	0.208	0.217	24.38477631	24.38477631	24.38477631
6	0.379	0.202	0.205	25.24264069	25.24264069	25.24264069
6	0.420	0.217	0.224	25.97056275	25.97056275	25.97056275
6	0.337	0.226	0.223	27.89949494	27.89949494	27.89949494
6	0.338	0.203	0.203	27.48528137	27.48528137	27.48528137
6	0.361	0.203	0.223	26.48528137	26.48528137	26.48528137
7	0.392	0.226	0.216	30.55634919	30.55634919	30.55634919
7	0.735	0.204	0.224	29.41421356	29.41421356	29.41421356
7	0.396	0.220	0.210	28.31370850	28.31370850	28.31370850
7	0.545	0.221	0.224	30.97056275	30.97056275	30.97056275
7	0.400	0.206	0.216	28.72792206	28.72792206	28.72792206
7	0.627	0.208	0.243	28.07106781	28.07106781	28.07106781
7	0.625	0.207	0.220	31.07106781	31.07106781	31.07106781
7	0.399	0.203	0.207	30.41421356	30.41421356	30.41421356
7	0.496	0.209	0.209	28.45584412	28.45584412	28.45584412
